station_number, station_name, measurement_height, latitude, longitude, readings_from, readings_to, elevation
191720,Nedre Soppero V,2,68.04398,21.75496,3/1/1996 0:00,10/1/2016 11:00,355
191900,Naimakka,2,68.6779,21.5277,1/1/1965 0:00,1/31/1996 23:59,403
191910,Naimakka A,2,68.6777,21.5274,10/26/1995 0:00,10/1/2016 11:00,402
192710,Lannavaara,2,68.0502,21.9814,1/1/1965 0:00,6/30/1983 23:59,630
192830,Karesuando,2,68.4421,22.4502,12/8/1998 0:00,8/31/2012 23:59,330
192840,Karesuando A,2,68.4432,22.4488,11/1/2008 0:00,10/1/2016 11:00,330
52230,Falsterbo,2,55.3836,12.8203,1/1/1949 0:00,10/1/2016 6:00,5
52240,Falsterbo A,2,55.3838,12.819,7/1/2009 0:00,10/1/2016 6:00,5
52350,Malmö A,2,55.6049,12.9843,1/1/1990 0:00,10/31/1995 23:59,3
52360,Oskarsgrundet No,2,55.597,12.8575,5/1/1985 0:00,6/17/1999 23:59,1
52510,Örja Aut,2,55.8798,12.8705,7/1/1986 0:00,12/31/1992 23:59,11
52550,Ven,2,55.9,12.7166,9/1/1968 0:00,1/31/1972 23:59,40
53180,Rynge V,2,55.47411,13.66833,3/1/1996 0:00,10/1/2016 6:00,48
53200,Smygehuk,2,55.3376,13.3563,1/1/1951 0:00,6/30/1988 23:59,5
53220,Maglarp Aut,2,55.384,13.0595,5/1/1984 0:00,10/17/1995 18:00,17
53250,Jordberga,2,55.4114,13.4001,1/1/1961 0:00,12/31/1974 23:59,40
53260,Ystad,2,55.441,13.8278,9/17/1963 0:00,8/31/1983 23:59,32
53300,Sturup,2,55.5231,13.3787,1/1/2008 0:00,10/1/2016 6:00,72
53360,Malmö,2,55.6093,13.0817,11/1/1972 0:00,6/30/1980 23:59,5
53370,Malmö 2,2,55.6048,12.9841,1/1/1951 0:00,4/30/1964 23:59,3
53430,Lund,2,55.693,13.229,12/7/1992 0:00,9/30/2016 23:59,25
53440,Lund Lth,2,55.7142,13.2152,7/1/1990 0:00,3/8/1999 23:59,73
53470,Örtofta,2,55.7833,13.25,1/1/1961 0:00,12/31/1974 23:59,20
53510,Trollenäs,2,55.8666,13.25,8/1/1971 0:00,1/31/1973 23:59,55
53530,Hörby A,2,55.8633,13.6689,8/1/1995 0:00,10/1/2016 6:00,114
53540,Stehag,2,55.9033,13.3995,1/1/1961 0:00,7/31/1989 23:59,60
53560,Svalöv,2,55.9081,13.1174,1/1/1961 0:00,12/31/1989 23:59,72
53630,Hököpinge,2,55.5,13.0166,2/1/1962 0:00,8/31/1968 23:59,17
53640,Alnarp,2,55.65,13.0833,1/1/1961 0:00,2/28/1969 23:59,10
53650,Björka,2,55.7,13.6333,1/1/1951 0:00,5/31/1970 23:59,32
53770,Arlöv sockerbruk,2,55.6333,13.0667,1/1/1945 0:00,12/31/1948 23:59,3
54230,Sandhammaren,2,55.3872,14.1947,8/1/1966 0:00,9/30/1995 23:59,4
54290,Skillinge A,2,55.4889,14.3172,10/1/1995 0:00,10/1/2016 6:00,4
54300,Bollerup,2,55.4907,14.0476,1/1/1961 0:00,8/31/2016 23:59,55
54330,Simrishamn,2,55.5449,14.3578,8/1/1971 0:00,10/31/1996 23:59,8
54390,Sankt Olof,2,55.6402,14.1273,9/1/1979 0:00,12/31/1985 23:59,130
54400,Stenshuvud,2,55.6646,14.2595,9/1/1972 0:00,5/31/1981 23:59,112
54550,Kristianstad everöd,2,55.9245,14.0842,1/1/1962 0:00,12/31/1995 23:59,17
54990,Kristianstad V,2,56.02391,14.10272,12/1/2010 0:00,10/1/2016 6:00,7
55570,Utklippan A,2,55.9557,15.7077,5/1/1996 0:00,10/1/2016 6:00,3
62030,Helsingborg,2,56.0431,12.6906,8/1/1972 0:00,7/31/1995 23:59,5
62040,Helsingborg A,2,56.0304,12.7653,8/1/1995 0:00,10/1/2016 6:00,43
62080,Hasslarp,2,56.1333,12.8166,1/1/1961 0:00,12/31/1974 23:59,10
62130,Munka-Ljungby,2,56.2287,12.9834,5/1/2002 0:00,9/30/2014 23:59,20
62140,Nyhamnsläge,2,56.2451,12.5438,3/1/1998 0:00,8/31/2016 23:59,13
62180,Barkåkra,2,56.2979,12.8441,1/1/2008 0:00,10/1/2016 6:00,18
62190,Kullen,2,56.3012,12.454,1/1/1951 0:00,2/28/1998 23:59,72
62250,Hunnestorp V,2,56.40404,12.94361,3/1/1996 0:00,10/1/2016 6:00,159
62260,Hallands Väderö A,2,56.4495,12.547,8/1/1995 0:00,10/1/2016 6:00,10
62390,Halmstad,2,56.675,12.9247,5/1/2002 0:00,12/31/2004 23:59,25
62400,Halmstad,2,56.6737,12.9242,1/1/2006 0:00,9/30/2016 23:59,24
62410,Halmstad Flygflottilj,2,56.6833,12.8332,1/1/1951 0:00,6/30/1955 23:59,25
62520,Falkenberg,2,56.8994,12.4798,12/1/1998 0:00,6/30/2003 23:59,5
62530,Eftra-Broen V,2,56.8865,12.6739,3/1/1996 0:00,12/31/1996 23:59,50
62550,Glommen,2,56.9303,12.3579,7/1/1970 0:00,11/30/1977 23:59,2
62560,Jonstorp,2,56.931,12.5514,2/1/1964 0:00,12/31/1997 23:59,25
62630,Hallands väderö,2,56.45,12.55,1/1/1961 0:00,6/30/1965 23:59,12
63050,Ljungbyhed,2,56.0752,13.2318,1/1/1951 0:00,7/16/2001 23:59,43
63160,Hästveda Mo,2,56.2799,13.9432,3/1/2010 0:00,10/1/2016 7:00,103
63220,Osby,2,56.38,13.98,5/1/1953 0:00,10/31/1961 23:59,86
63230,Skånes fagerhult,2,56.3666,13.4666,1/1/1965 0:00,5/31/1972 23:59,118
63280,Markaryd,2,56.4595,13.6191,2/1/1997 0:00,9/30/2016 23:59,110
63340,Genevad,2,56.5684,13.0338,1/1/1961 0:00,6/30/2002 23:59,20
63440,Simlångsdalen,2,56.7154,13.1247,1/1/1961 0:00,3/31/1986 23:59,75
63450,Singeshult,2,56.7429,13.3608,1/1/1961 0:00,10/31/1996 23:59,165
63500,Ljungby,2,56.8311,13.948,2/1/1962 0:00,10/31/1971 23:59,140
63510,Ljungby A,2,56.8526,13.8822,8/1/1995 0:00,10/1/2016 7:00,148
63530,Fröslida,2,56.8666,13.0666,1/1/1965 0:00,5/31/1972 23:59,70
63590,Torup A,2,56.9496,13.0625,1/1/2008 0:00,10/1/2016 7:00,130
63600,Torup,2,56.9628,13.0746,7/1/1991 0:00,9/30/2004 23:59,85
63610,Kolleberga,2,56.0666,13.2666,1/1/1961 0:00,9/30/1964 23:59,50
63630,Knäred,2,56.5177,13.3157,7/1/1967 0:00,1/31/1969 23:59,70
64020,Hanö A,2,56.0131,14.8488,12/1/1995 0:00,10/1/2016 7:00,55
64030,Kristianstad,2,56.0133,14.2896,4/1/2004 0:00,9/30/2016 23:59,10
64040,Karpalund,2,56.05,14.1,1/1/1971 0:00,12/31/1974 23:59,4
64130,Karlshamn,2,56.1813,14.8517,1/1/1961 0:00,9/30/2016 23:59,50
64290,Urshult-Kunninge,2,56.4782,14.8024,4/1/1990 0:00,10/31/2005 23:59,145
64320,Tingsryd-Degerhaga,2,56.5376,14.9019,11/1/2007 0:00,9/30/2016 23:59,176
64330,Ekefors,2,56.5546,14.7571,6/1/1970 0:00,12/31/1989 23:59,145
64400,Uråsa,2,56.6833,14.95,4/1/1962 0:00,1/31/1975 23:59,167
64510,Växjö A,2,56.8464,14.8324,8/1/1995 0:00,10/1/2016 7:00,199
64520,Växjö,2,56.8427,14.8176,9/16/2002 0:00,11/30/2006 23:59,170
64560,Växjö-Kronoberg,2,56.9252,14.7333,5/1/1985 0:00,8/31/1995 23:59,182
64600,Rinkaby,2,55.9833,14.2666,11/1/1952 0:00,6/30/1962 23:59,7
64620,Ryd,2,56.45,14.7166,1/1/1965 0:00,8/31/1967 23:59,140
65020,Ungskär,2,56.0419,15.8081,10/1/1972 0:00,1/31/1996 23:59,2
65090,Karlskrona-Söderstj. Mo,2,56.1498,15.5921,3/1/2010 0:00,10/1/2016 7:00,2
65130,Marielund,2,56.2182,15.5331,1/1/1961 0:00,2/28/1978 23:59,25
65160,Ronneby-Bredåkra,2,56.2619,15.2742,1/1/1949 0:00,10/1/2016 7:00,58
65310,Vissefjärda,2,56.5124,15.6235,11/1/1986 0:00,8/31/1992 23:59,114
65360,Rörsbo,2,56.601,15.5192,9/1/1969 0:00,12/31/1976 23:59,140
65450,Lessebo,2,56.7486,15.2747,1/1/1967 0:00,7/31/2006 23:59,170
65510,Kosta Mo,2,56.8403,15.47,3/1/2005 0:00,10/1/2016 7:00,230
65640,Emmaboda,2,56.6333,15.55,1/1/1951 0:00,8/31/1967 23:59,150
65730,Ronneby,2,56.2,15.2833,1/1/1951 0:00,12/31/1960 23:59,10
66040,Ölands Södra Grund,2,56.07,16.68,2/1/1981 0:00,9/30/1993 23:59,1
66110,Ölands Södra Udde A,2,56.1977,16.4036,11/1/1995 0:00,10/1/2016 7:00,2
66120,Ölands Södra Udde,2,56.1957,16.401,1/1/1941 0:00,10/31/1995 23:59,3
66320,Mörbylånga,2,56.5256,16.39,1/1/1962 0:00,1/31/1991 23:59,5
66400,Ölandsbron V,2,56.66694,16.4609,3/1/1996 0:00,10/1/2016 7:00,0
66410,Kalmar,2,56.727,16.2944,10/1/1979 0:00,1/31/1996 23:59,15
66420,Kalmar Flygplats,2,56.6784,16.2922,1/9/1996 12:00,10/1/2016 7:00,6
66470,Ekerum,2,56.7849,16.5812,1/1/1973 0:00,10/31/1973 23:59,40
66500,Skedemosse,2,56.823,16.7337,6/1/1998 0:00,12/31/2011 23:59,25
66600,Ölands södra grund,2,56.0699,16.6799,1/1/1961 0:00,6/30/1970 23:59,23
66630,Ölvingstorp,2,56.6166,16.1166,1/1/1961 0:00,6/30/1967 23:59,15
66640,Kalmar,2,56.67,16.35,1/1/1961 0:00,5/31/1963 23:59,7
68550,Hoburg,2,56.9222,18.1471,1/1/1949 0:00,8/31/2012 23:59,38
68560,Hoburg A,2,56.9213,18.1541,6/1/2009 0:00,10/1/2016 7:00,39
71140,Laesö Ost A,2,57.1834,11.5332,9/1/2004 0:00,3/31/2010 23:59,4
71180,Nidingen,2,57.3025,11.9038,1/1/1982 0:00,6/30/1995 23:59,4
71190,Nidingen A,2,57.304,11.9064,12/15/1995 0:00,10/1/2016 7:00,2
71360,Trubaduren Aut,2,57.596,11.6352,12/1/1978 0:00,6/11/2007 23:59,1
71380,Vinga A,2,57.6324,11.6077,6/1/2007 0:00,10/1/2016 7:00,12
71420,Göteborg A,2,57.7084,11.9939,4/1/1983 0:00,9/30/1995 23:59,23
71430,Torslanda,2,57.7166,11.7833,1/1/1951 0:00,9/30/1977 23:59,3
71470,Säve,2,57.7786,11.8824,1/1/1951 0:00,12/5/2006 23:59,20
71500,Säve-Skålvisered,2,57.8305,11.92,10/1/2002 0:00,1/1/2008 23:59,20
71510,Kärna,2,57.8425,11.8075,1/1/2012 0:00,12/31/2012 23:59,21
72070,Grimeton,2,57.1088,12.394,1/1/1963 0:00,4/30/1976 23:59,35
72080,Varberg,2,57.1084,12.2741,1/1/1951 0:00,8/31/2016 23:59,20
72090,Ullared A,2,57.1136,12.7758,8/1/1995 0:00,10/1/2016 7:00,122
72120,Fagered,2,57.1978,12.8129,1/1/1961 0:00,12/31/2006 23:59,100
72140,Källsjö,2,57.2323,12.7042,10/1/2008 0:00,9/30/2016 23:59,154
72150,Ringhals,2,57.253,12.1032,11/1/1968 0:00,12/31/1981 23:59,10
72160,Ringhals Aut,2,57.2577,12.107,10/1/1980 0:00,9/30/1997 23:59,10
72290,Örby,2,57.4833,12.7,12/1/1974 0:00,9/30/1977 23:59,90
72300,Rossared D,2,57.485,12.1997,1/1/1961 0:00,6/30/1977 23:59,15
72340,Sandsjöbacka,2,57.5571,12.0387,1/1/1979 0:00,6/30/1983 23:59,50
72400,Bollebygd,2,57.661,12.5521,1/1/1961 0:00,12/31/1986 23:59,65
72420,Landvetter Flygplats,2,57.6678,12.2963,10/3/1977 0:00,1/9/1996 23:59,154
72450,Borås,2,57.7611,12.9493,1/1/1961 0:00,9/30/2016 23:59,135
72520,Uddabo,2,57.8701,12.7074,9/1/2003 0:00,3/31/2005 23:59,245
73090,Stora Segerstad,2,57.1461,13.5609,1/1/1961 0:00,7/31/1999 23:59,180
73170,Gislaved,2,57.2847,13.5324,7/1/1972 0:00,11/30/1979 23:59,165
73230,Hestra D,2,57.3915,13.5254,11/1/1973 0:00,1/24/1996 23:59,285
73250,Ambjörnarp,2,57.4166,13.2833,1/1/1949 0:00,11/30/1972 23:59,220
73390,Fägerhult,2,57.6468,13.2369,7/1/2001 0:00,6/30/2010 23:59,170
73430,Dalsjöfors,2,57.722,13.1238,5/1/1959 0:00,10/31/1978 23:59,257
73470,Ulricehamn,2,57.8052,13.4083,5/1/1995 0:00,12/31/2012 23:59,175
73480,Rångedala A,2,57.7848,13.1668,8/1/1995 0:00,9/30/2016 23:59,297
73560,Mullsjö,2,57.9166,13.8833,2/1/1971 0:00,7/31/1971 23:59,240
73570,Molla,2,57.936,13.0668,7/1/1979 0:00,12/31/2001 23:59,190
73610,Kinnared,2,57.0333,13.1166,10/1/1962 0:00,12/31/1962 23:59,100
73660,Tinghalla,2,57.9666,13.85,1/1/1965 0:00,8/31/1970 23:59,278
73690,Äspered,2,57.93309233,13.18054263,11/1/1952 0:00,4/30/1959 23:59,294
74080,Berg,2,57.121,14.6931,7/1/1969 0:00,8/31/2016 23:59,250
74180,Hagshult Mo,2,57.288,14.1297,1/1/1951 0:00,12/31/1995 23:59,169
74240,Nävelsjö,2,57.4042,14.891,1/1/1961 0:00,8/31/1988 23:59,215
74300,Tomtabacken A,2,57.4983,14.4672,10/26/1995 0:00,10/1/2016 7:00,356
74340,Spinkabo,2,57.5653,14.4693,1/1/1972 0:00,12/31/1992 23:59,285
74350,Gödeberg,2,57.5666,14.6333,1/1/1961 0:00,10/31/1977 23:59,350
74390,Nässjö,2,57.6431,14.6895,4/1/1967 0:00,1/31/1996 23:59,305
74420,Flahult,2,57.6898,14.1455,10/31/1993 0:00,6/30/1996 23:59,225
74440,Prästkulla,2,57.7242,14.986,1/1/1961 0:00,8/31/2016 23:59,290
74450,Jönköpings Gamla Flygplats,2,57.75,14.17,1/1/1951 0:00,1/31/1959 23:59,98
74460,Jönköpings Flygplats,2,57.7514,14.0733,1/1/1962 0:00,10/1/2016 7:00,226
74470,Jönköping,2,57.7666,14.1833,1/1/1961 0:00,9/30/1978 23:59,98
74480,Huskvarna,2,57.7865,14.2874,1/1/1961 0:00,8/31/1977 23:59,99
74490,Ramsjöholm,2,57.8429,14.4317,1/1/1961 0:00,8/31/2016 23:59,225
74510,Aneby,2,57.8232,14.8913,4/1/2001 0:00,6/30/2005 23:59,240
74530,Lommaryd,2,57.8887,14.7342,1/1/1961 0:00,6/30/2000 23:59,240
74600,Aneboda II,2,57.11667458,14.56389527,6/1/1949 0:00,12/31/1960 23:59,195
74630,Naglarp,2,57.4666,14.8833,1/1/1966 0:00,12/31/1970 23:59,250
74650,Strandvallen,2,57.85,14.2833,1/1/1961 0:00,2/28/1967 23:59,110
75040,Allgunnen,2,57.0666,15.9681,1/1/1950 0:00,12/31/1979 23:59,115
75090,Fagerhult,2,57.1484,15.6762,1/1/1945 0:00,1/31/1945 23:59,195
75100,Åseda,2,57.1462,15.3987,8/1/1969 0:00,12/31/1999 23:59,230
75120,Drageryd,2,57.2001,15.9666,12/1/1977 0:00,1/31/2012 23:59,77
75140,Blankaström,2,57.2166,15.9166,1/1/1961 0:00,4/30/1977 23:59,80
75240,Målilla,2,57.3908,15.8232,5/30/1988 0:00,5/31/1990 23:59,100
75250,Målilla A,2,57.3848,15.8037,1/1/2008 0:00,10/1/2016 7:00,95
75380,Hässleby,2,57.6295,15.5725,1/1/1961 0:00,6/30/1987 23:59,190
75400,Vimmerby,2,57.6687,15.8518,1/1/1961 0:00,8/31/1989 23:59,110
75520,Horn A,2,57.8863,15.8652,12/15/1995 0:00,9/30/2016 23:59,90
75630,Vetlanda,2,57.4166,15.0666,2/1/1963 0:00,12/31/1965 23:59,200
76000,Sandbäckshult,2,56.9835,16.283,8/1/1978 0:00,12/31/2004 23:59,37
76160,Oskarshamn,2,57.2674,16.4149,2/1/1995 0:00,9/30/2016 23:59,20
76380,Tovehult,2,57.642,16.5682,7/1/1968 0:00,12/31/1987 23:59,25
76420,Gladhammar A,2,57.7071,16.4585,8/1/1995 0:00,10/1/2016 7:00,35
76430,Gunnebo,2,57.7166,16.5333,1/1/1961 0:00,5/31/1973 23:59,18
76470,Västervik,2,57.7213,16.4683,1/14/1979 0:00,7/31/1995 23:59,33
76530,Ogestad,2,57.8748,16.1689,11/1/2000 0:00,7/31/2009 23:59,81
77170,Mossen,2,57.2833,17.0042,1/1/1965 0:00,5/31/1980 23:59,10
77180,Stora Karlsö,2,57.2893,17.9623,1/1/1961 0:00,9/30/1989 23:59,40
77210,Ölands Norra Udde A,2,57.3672,17.0986,8/1/1995 0:00,10/1/2016 7:00,2
77220,Ölands Norra Udde,2,57.3689,17.1008,7/1/1949 0:00,8/31/2016 23:59,4
78040,Näsudden Aut,2,57.0735,18.2222,2/1/1981 0:00,2/28/1999 23:59,5
78140,Hemse,2,57.2438,18.3835,1/1/1961 0:00,8/31/2016 23:59,25
78240,Buttle,2,57.4034,18.5297,1/1/1965 0:00,7/31/1983 23:59,45
78250,Herrvik,2,57.4208,18.9174,7/1/1968 0:00,12/31/1995 23:59,5
78280,Östergarnsholm A,2,57.4413,18.9871,1/1/1996 0:00,10/1/2016 7:00,5
78290,Roma V,2,57.54361,18.42533,3/1/1996 0:00,10/1/2016 7:00,32
78300,Roma Aut,2,57.4998,18.4639,11/1/1983 0:00,9/6/1999 23:59,32
78390,Visby,2,57.636,18.2891,1/1/1961 0:00,4/30/1986 23:59,28
78400,Visby Flygplats,2,57.6614,18.3428,1/1/1949 0:00,10/1/2016 7:00,42
78550,Fårösund Ar A,2,57.9167,18.9568,1/1/1996 0:00,10/1/2016 7:00,13
78630,Östergarn,2,57.45,18.9833,1/1/1955 0:00,6/30/1968 23:59,11
79580,Fårö,2,57.8987,19.1592,1/1/1951 0:00,12/31/1995 23:59,8
81010,Säby,2,58.0201,11.6015,1/1/1961 0:00,12/31/1997 23:59,10
81040,Rörastrand,2,58.0582,11.6528,1/1/1999 0:00,9/30/2016 23:59,5
81050,Måseskär A,2,58.094,11.3333,11/1/1995 0:00,10/1/2016 7:00,16
81060,Måseskär,2,58.0944,11.3348,1/1/1951 0:00,10/31/1995 23:59,14
81130,Ljungskile,2,58.2159,11.9321,6/1/1980 0:00,1/31/1996 23:59,70
81210,Uddevalla,2,58.355,11.9541,8/1/1961 0:00,6/30/1983 23:59,10
81220,Smögen,2,58.3571,11.2276,2/1/1970 0:00,6/30/1984 23:59,20
81320,Dingle,2,58.5289,11.5724,1/1/1994 0:00,10/31/2002 23:59,20
81340,Svarteborg,2,58.5707,11.5572,1/1/1965 0:00,3/31/1986 23:59,70
81350,Väderöarna A,2,58.5763,11.0685,5/12/2000 0:00,10/1/2016 7:00,22
81370,Hud V,2,58.66076,11.41775,3/1/1996 0:00,10/1/2016 7:00,95
81540,Nordkoster A,2,58.8925,11.0062,5/10/2000 0:00,10/1/2016 7:00,33
81560,Strömstad,2,58.9333,11.2,1/1/1951 0:00,9/30/1973 23:59,20
81620,Väderöbod,2,58.55,11.0333,1/1/1951 0:00,6/30/1965 23:59,7
81630,Hållö,2,58.3333,11.2166,1/1/1961 0:00,12/31/1969 23:59,16
81640,Ursholmen,2,58.8333,11,1/1/1963 0:00,12/31/1964 23:59,6
82000,Alvhem,2,58.0067,12.1454,1/1/1965 0:00,12/31/1991 23:59,5
82010,Vårgårda-Hägrunga,2,58.0166,12.8333,8/1/1962 0:00,6/30/1977 23:59,148
82030,Garn,2,58.0492,12.1563,3/2/1994 6:00,10/31/2008 23:59,15
82090,Åsbräcka-Torpabron V,2,58.19969,12.15406,3/1/1996 0:00,10/1/2016 7:00,17
82110,Gendalen,2,58.1589,12.647,10/1/1962 0:00,8/31/2016 23:59,90
82190,Trollhättans Flygplats,2,58.3141,12.3292,1/1/1961 0:00,7/31/1979 23:59,43
82230,Vänersborg,2,58.3552,12.3616,1/1/1949 0:00,8/31/2016 23:59,50
82250,Såtenäs D,2,58.4397,12.6928,6/1/2002 0:00,6/30/2010 23:59,55
82260,Såtenäs,2,58.4358,12.7075,5/29/1970 0:00,10/1/2016 8:00,54
82350,Erikstad-Bergarud V,2,58.60033,12.41302,3/1/1996 0:00,10/1/2016 8:00,59
82360,Kroppefjäll-Granan A,2,58.6068,12.1999,8/1/1995 0:00,10/1/2016 8:00,174
82380,Erikstad,2,58.6336,12.4129,10/1/1978 0:00,2/29/1988 23:59,65
82490,Bäckefors,2,58.8055,12.1581,1/1/1949 0:00,3/31/1964 23:59,150
82540,Bastorp,2,58.904,12.038,1/1/1965 6:00,1/31/1996 23:59,150
82620,Trollhättan,2,58.3,12.3166,1/1/1961 0:00,2/28/1967 23:59,42
82650,Ödebyn,2,58.7833,12.1833,5/1/1954 0:00,3/31/1964 23:59,150
83040,Kymbo V,2,58.0794,13.78495,3/1/1996 0:00,10/1/2016 8:00,222
83050,Simonstorp,2,58.0788,13.3957,1/1/1961 0:00,12/31/2004 23:59,190
83090,Falköping,2,58.1584,13.5397,1/1/1961 0:00,1/31/1972 23:59,205
83130,Längjum,2,58.2212,13.0607,1/1/1965 0:00,12/31/2004 23:59,95
83170,Borgunda,2,58.288,13.7995,2/1/1971 0:00,1/31/1996 23:59,181
83190,Hällum A,2,58.3221,13.0406,12/15/1995 0:00,10/1/2016 8:00,70
83200,Skara-Stenum,2,58.37,13.52,11/1/1971 0:00,4/30/1973 23:59,130
83210,Lanna,2,58.3476,13.1296,1/1/1961 0:00,11/30/1985 23:59,80
83230,Skövde,2,58.3949,13.8436,1/1/1961 0:00,9/30/2016 23:59,150
83240,Skara-Ekeberg,2,58.4,13.55,7/1/1969 0:00,10/31/1971 23:59,130
83260,Skara-Västerskog,2,58.38,13.33,5/1/1973 0:00,9/30/1973 23:59,105
83270,Skara,2,58.4072,13.4407,11/1/2001 0:00,9/30/2016 23:59,115
83280,Remningstorp,2,58.4529,13.6671,8/20/1996 0:00,8/31/2016 23:59,140
83320,Lidköping,2,58.4666,13.1166,1/1/1961 0:00,12/31/1980 23:59,50
83340,Västerplana,2,58.5586,13.3508,1/1/1965 6:00,6/30/1991 23:59,128
83420,Naven A,2,58.6998,13.1109,6/1/1996 0:00,10/1/2016 8:00,53
83440,Mariestad,2,58.7136,13.823,11/15/1982 0:00,8/31/2016 23:59,50
83450,Pålgrunden A,2,58.7588,13.1554,10/1/2015 0:00,10/31/2015 23:59,45
83460,Lurö,2,58.7904,13.2534,3/1/1982 0:00,8/4/1997 23:59,55
83540,Åkershus,2,58.898,13.2517,12/1/1965 0:00,1/31/1996 23:59,50
83610,Högstena,2,58.2333,13.7166,9/1/1962 0:00,12/31/1964 23:59,211
83620,Skara,2,58.4,13.45,2/1/1949 0:00,3/31/1969 23:59,116
83640,Björnegården,2,58.5166,13.0666,1/1/1949 0:00,3/31/1963 23:59,75
83650,Lurö,2,58.8,13.25,1/1/1965 0:00,10/31/1965 23:59,55
83670,Klagstorp,2,58.3331352,13.88040497,1/1/1961 0:00,12/31/1963 23:59,130
84020,Tranås,2,58.0389,14.9853,12/1/1961 0:00,5/31/1973 23:59,155
84050,Visingsö A,2,58.0951,14.4086,12/15/1995 0:00,10/1/2016 8:00,94
84060,Visingsö,2,58.0908,14.401,1/1/1965 0:00,2/28/1986 23:59,110
84260,Örberga,2,58.4274,14.826,11/1/1990 0:00,3/31/1993 23:59,105
84310,Karlsborg Mo,2,58.5185,14.5126,1/1/1951 0:00,12/31/1993 23:59,94
84340,Axstål Mo,2,58.5719,14.5722,6/1/2006 0:00,10/1/2016 8:00,91
84390,Fägre,2,58.6493,14.1265,7/1/1965 0:00,6/30/1979 23:59,97
84470,Älgarås,2,58.7906,14.3188,1/1/1978 0:00,12/31/1984 23:59,130
84520,Gårdsjö A,2,58.8772,14.3903,8/1/1995 0:00,10/1/2016 8:00,211
84580,Snavlunda,2,58.9671,14.8987,8/19/1972 0:00,8/31/1983 23:59,144
84610,Gränna,2,58.0333,14.4666,1/1/1965 0:00,5/31/1965 23:59,130
84620,Bällefors,2,58.5833,14.1166,7/1/1949 0:00,11/30/1964 23:59,90
84660,Askersund,2,58.88,14.9,1/1/1961 0:00,1/31/1963 23:59,100
85020,Tranås Aut,2,58.03,15.0206,11/1/1990 0:00,6/30/1991 23:59,185
85040,Malexander,2,58.0729,15.2352,12/1/1967 0:00,4/13/1983 23:59,153
85050,Malexander A,2,58.0718,15.2359,10/1/1995 0:00,10/1/2016 8:00,195
85130,Åtvidaberg,2,58.2,15.9833,1/1/1961 0:00,2/28/1975 23:59,100
85160,Bjärka-Säby,2,58.2662,15.7431,1/1/1961 0:00,3/31/1984 23:59,100
85180,Härsnäs,2,58.2886,15.237,6/1/2007 0:00,9/30/2016 23:59,119
85210,Herrberga,2,58.3935,15.2184,11/1/1977 0:00,4/30/2007 23:59,90
85220,Öjebro,2,58.3833,15.2,1/1/1961 0:00,9/30/1977 23:59,85
85240,Malmslätt,2,58.4004,15.5327,1/1/1949 0:00,10/1/2016 8:00,93
85250,Linköping,2,58.4166,15.6333,1/1/1961 0:00,8/31/1977 23:59,64
85270,Västerlösa,2,58.4447,15.3772,5/1/2002 0:00,2/28/2011 23:59,75
85280,Skärkind,2,58.472,16.0017,1/1/1978 0:00,8/31/2000 23:59,60
85390,Kvarn Mo,2,58.6277,15.4372,3/1/2010 0:00,10/1/2016 8:00,72
85410,Finspång,2,58.7104,15.8215,11/1/1990 0:00,3/31/1993 23:59,41
85450,Godegård,2,58.7936,15.1694,1/1/1961 0:00,2/29/1988 23:59,130
85460,Kettstaka A,2,58.7165,15.03,8/1/1995 0:00,10/1/2016 8:00,225
85490,Zinkgruvan,2,58.8063,15.1285,9/1/1983 0:00,8/31/2016 23:59,215
85520,Mariedamm,2,58.8509,15.164,11/1/1970 0:00,3/31/1983 23:59,132
85600,Adelsnäs,2,58.19981831,15.98018143,1/1/1945 0:00,8/31/1945 23:59,97
85630,Västra Ny,2,58.65,15.05,1/1/1961 0:00,12/31/1966 23:59,120
85650,Kärnskogen,2,58.85,15.2833,1/1/1951 0:00,4/30/1963 23:59,108
86090,Falerum,2,58.1425,16.2102,7/1/1968 0:00,4/30/1979 23:59,80
86130,Valdemarsvik,2,58.2148,16.5828,11/1/1990 0:00,3/31/1993 23:59,10
86200,Holma,2,58.3339,16.8157,5/1/1962 0:00,11/30/1996 23:59,5
86330,Marviken,2,58.5491,16.8157,5/1/1965 0:00,6/30/2002 23:59,10
86340,Norrköping-SMHI,2,58.5833,16.15,4/28/1993 0:00,8/4/2013 23:59,21
86350,Norrköping-Kungsängen,2,58.5842,16.2383,10/1/1972 0:00,8/31/1980 23:59,5
86360,Norrköping,2,58.606,16.2127,1/1/1961 0:00,3/31/1964 23:59,3
86370,Norrköping-Sörby,2,58.6082,16.1212,1/1/1949 0:00,6/30/1993 23:59,27
86420,Kolmården-Strömsfors A,2,58.6894,16.3103,12/15/1995 0:00,10/1/2016 8:00,153
86440,Stavsjö Aut,2,58.7333,16.3667,7/1/1993 0:00,3/1/1996 23:59,60
86470,Simonstorp,2,58.78468,16.15439,6/1/2014 0:00,12/3/2014 23:59,80
86480,Nyköpings Flygplats,2,58.7833,16.9166,7/1/1951 0:00,6/30/1979 23:59,42
86570,Ripsa,2,58.9817,16.9168,11/1/1990 0:00,4/1/1993 23:59,40
86610,Tyllinge,2,58.0166,16.0833,1/1/1965 0:00,6/30/1968 23:59,110
